1420412400000,1420498800000,1420585200000,1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,-0.43511220512820525,-0.43431220512820445,-0.4330122051282048,-0.4297122051282045,-0.4303122051282049,-0.4366122051282044,-0.44041220512820445,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,
1420498800000,1420585200000,1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,-0.43431220512820445,-0.4330122051282048,-0.4297122051282045,-0.4303122051282049,-0.4366122051282044,-0.44041220512820445,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,
1420585200000,1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,-0.4330122051282048,-0.4297122051282045,-0.4303122051282049,-0.4366122051282044,-0.44041220512820445,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,
1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,-0.4297122051282045,-0.4303122051282049,-0.4366122051282044,-0.44041220512820445,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,-0.4331122051282046,
1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,-0.4303122051282049,-0.4366122051282044,-0.44041220512820445,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,-0.4331122051282046,-0.435212205128205,
1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,-0.4366122051282044,-0.44041220512820445,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,-0.4331122051282046,-0.435212205128205,-0.42571220512820496,
1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,-0.44041220512820445,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,-0.4331122051282046,-0.435212205128205,-0.42571220512820496,-0.421512205128205,
1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,-0.439412205128205,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,-0.4331122051282046,-0.435212205128205,-0.42571220512820496,-0.421512205128205,-0.42351220512820476,
1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,1422399600000,-0.44061220512820487,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,-0.4331122051282046,-0.435212205128205,-0.42571220512820496,-0.421512205128205,-0.42351220512820476,-0.4317122051282052,
1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,1422399600000,1422486000000,-0.4411122051282046,-0.4369122051282046,-0.43731220512820457,-0.4331122051282046,-0.435212205128205,-0.42571220512820496,-0.421512205128205,-0.42351220512820476,-0.4317122051282052,-0.4264122051282051,
