1420412400000,1420498800000,1420585200000,1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,-0.07563343589743621,-0.0914334358974358,-0.13323343589743608,-0.14993343589743624,-0.17403343589743603,-0.14213343589743577,-0.1644334358974362,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,
1420498800000,1420585200000,1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,-0.0914334358974358,-0.13323343589743608,-0.14993343589743624,-0.17403343589743603,-0.14213343589743577,-0.1644334358974362,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,
1420585200000,1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,-0.13323343589743608,-0.14993343589743624,-0.17403343589743603,-0.14213343589743577,-0.1644334358974362,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,
1420671600000,1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,-0.14993343589743624,-0.17403343589743603,-0.14213343589743577,-0.1644334358974362,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,
1420758000000,1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,-0.17403343589743603,-0.14213343589743577,-0.1644334358974362,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,-0.301333435897436,
1421017200000,1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,-0.14213343589743577,-0.1644334358974362,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,
1421103600000,1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,-0.1644334358974362,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,-0.5473334358974364,
1421190000000,1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,-0.19973343589743564,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,-0.5473334358974364,-0.507133435897436,
1421276400000,1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,1422399600000,-0.19923343589743592,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,-0.5473334358974364,-0.507133435897436,-0.44143343589743633,
1421362800000,1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,1422399600000,1422486000000,-0.29733343589743644,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,-0.5473334358974364,-0.507133435897436,-0.44143343589743633,-0.4791334358974364,
1421622000000,1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,1422399600000,1422486000000,1422572400000,-0.33073343589743587,-0.307433435897436,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,-0.5473334358974364,-0.507133435897436,-0.44143343589743633,-0.4791334358974364,-0.4539334358974356,
1421708400000,1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,1422399600000,1422486000000,1422572400000,1422831600000,-0.307433435897436,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,-0.5473334358974364,-0.507133435897436,-0.44143343589743633,-0.4791334358974364,-0.4539334358974356,-0.45913343589743594,
1421794800000,1421881200000,1421967600000,1422226800000,1422313200000,1422399600000,1422486000000,1422572400000,1422831600000,1422918000000,-0.28263343589743606,-0.301333435897436,-0.44223343589743624,-0.5473334358974364,-0.507133435897436,-0.44143343589743633,-0.4791334358974364,-0.4539334358974356,-0.45913343589743594,-0.438533435897436,
